,0
0,0.01071719080209732
1,0.03361177816987038
2,0.10362503677606583
3,0.3043906092643738
4,0.7980458736419678
5,1.7301747798919678
6,3.0490665435791016
7,4.579480171203613
8,6.19553279876709
